Stock_No,Name,Cost,Retail_Price,Quantity,Barcodes,Tags,Taxes,Tax_Exempt,Description,Enable_Decimal,Enable_Open_Price,Disable_Discount,Disable_Inventory,Supplier_Name,Supplier_List,Category_Name,Subcategory_Name,Status
4.81E+12,IcebergIceCandy,0,10.5,0,,"SNACKS, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,IcebergIceCandy 12s,0,10.5,0,,"SNACKS, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,IFP Ok Sikat Fish Crackers 150g,22,24,0,,"SNACKS, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,IFP Ok V-Shots Wheat Snacks 100g,22,24,0,,"SNACKS, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Imported Iodized Salt 250g,6,7.5,127,,"CONDIMENTS, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Buco Juice 500g,89,100,0,,"BEVERAGES, FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Buco Pandan Powder Mix1 kg,100,120,0,,"BEVERAGES, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Milk Melon 500g,89,100,0,,"BEVERAGES, FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Milk Shake 1 kg Choco,130,145,0,,"BEVERAGES, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Milk Shake Buco 1 kg,130,145,0,,"BEVERAGES, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Milk Shake Buko Pandan 1kg,130,145,0,,"BEVERAGES, FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Milk Shake Coockies n Cream 1kg,145,160,0,,"BEVERAGES, FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,iNJOY Milk Shake Double Dutch 1kg,130,145,0,,"BEVERAGES, FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Milk Shake Ube 1kg,130,145,0,,"BEVERAGES, FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Palamig Buco Pandan 500g,62.5,68,0,,"BEVERAGES, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Palamig Sago At Gulaman,60,68,0,,"BEVERAGES, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Shake Powder Mix 1kg,100,115,0,,"BEVERAGES, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Shake Powder Others 500g,95,105,0,,"BEVERAGES, FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Shake Ube 1k,95,115,0,,"BEVERAGES, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy ShakeBuko1k,95,115,0,,"BEVERAGES, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy ShakePndan1k,100,115,0,,"BEVERAGES, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,Injoy Strawberry Powder Mix,95,115,0,,"BEVERAGES, FOOD",,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,Active
4.81E+12,inli kojic acid soap 135grams+alcoplus,0,43,-1,,"HYGIENE, NON-FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
