28345,Hana Shmp Purple Bliss 21ml,5.5,5.8,-768,4.81E+12,"HYGIENE, NON-FOOD",,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,Active
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
